,precision,recall,f1-score,support
Negative,0.896551724137931,0.9122807017543859,0.9043478260869565,57.0
Positive,0.9107142857142857,0.8947368421052632,0.9026548672566371,57.0
accuracy,0.9035087719298246,0.9035087719298246,0.9035087719298246,0.9035087719298246
macro avg,0.9036330049261083,0.9035087719298245,0.9035013466717968,114.0
weighted avg,0.9036330049261084,0.9035087719298246,0.9035013466717967,114.0
