,precision,recall,f1-score,support
Negative,0.0,0.0,0.0,12238.0
Contaminated,0.022680083053825267,1.0,0.04435420896454787,284.0
accuracy,0.022680083053825267,0.022680083053825267,0.022680083053825267,0.022680083053825267
macro avg,0.011340041526912634,0.5,0.022177104482273936,12522.0
weighted avg,0.0005143861673284121,0.022680083053825267,0.001005957143102667,12522.0
overall_auc,0.7612257134899608,,,
