Metric,Pos_Weight,Gamma,Mean,Transfer Learning,Std,Formatted,Profile,Source_Folder,Source_File
Close_Call_Rate_(3v2_Splits)_%,1.5,3.5,3.508771929824561,FALSE,,3.5088,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,2.0,2.631578947368421,FALSE,,2.6316,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,2.5,6.140350877192982,FALSE,,6.1404,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,3.0,8.771929824561402,FALSE,,8.7719,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,3.5,7.894736842105263,FALSE,,7.8947,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.0,2.0,4.385964912280701,TRUE,,4.3860,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.0,2.5,6.140350877192982,TRUE,,6.1404,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.0,3.0,7.017543859649122,TRUE,,7.0175,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.0,3.5,7.894736842105263,TRUE,,7.8947,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.5,2.0,4.385964912280701,TRUE,,4.3860,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.5,2.5,6.140350877192982,TRUE,,6.1404,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.5,3.0,4.385964912280701,TRUE,,4.3860,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,1.5,3.5,14.912280701754383,TRUE,,14.9123,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,2.0,5.263157894736842,TRUE,,5.2632,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,2.5,5.263157894736842,TRUE,,5.2632,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,3.0,12.280701754385964,TRUE,,12.2807,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Close_Call_Rate_(3v2_Splits)_%,2.0,3.5,17.543859649122805,TRUE,,17.5439,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,2.0,0.8596491228070176,FALSE,,0.8596,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,2.5,0.8070175438596492,FALSE,,0.8070,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,3.0,0.7017543859649122,FALSE,,0.7018,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,3.5,0.736842105263158,FALSE,,0.7368,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,2.0,0.7719298245614035,FALSE,,0.7719,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,2.5,0.8070175438596492,FALSE,,0.8070,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,3.0,0.7543859649122806,FALSE,,0.7544,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,3.5,0.7017543859649122,FALSE,,0.7018,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,2.0,0.7543859649122806,FALSE,,0.7544,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,2.5,0.6842105263157894,FALSE,,0.6842,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,3.0,0.6491228070175439,FALSE,,0.6491,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,3.5,0.3859649122807018,FALSE,,0.3860,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,2.0,0.7894736842105263,TRUE,,0.7895,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,2.5,0.8245614035087718,TRUE,,0.8246,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,3.0,0.736842105263158,TRUE,,0.7368,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.0,3.5,0.8070175438596492,TRUE,,0.8070,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,2.0,0.7543859649122806,TRUE,,0.7544,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,2.5,0.736842105263158,TRUE,,0.7368,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,3.0,0.736842105263158,TRUE,,0.7368,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Cohen_Kappa,1.5,3.5,0.4385964912280702,TRUE,,0.4386,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,2.0,0.7894736842105263,TRUE,,0.7895,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,2.5,0.7017543859649122,TRUE,,0.7018,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,3.0,0.5964912280701755,TRUE,,0.5965,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Cohen_Kappa,2.0,3.5,0.368421052631579,TRUE,,0.3684,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,2.0,1.505784086370692,FALSE,,1.5058,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,2.5,1.6593964656523836,FALSE,,1.6594,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,3.0,1.7361099867341905,FALSE,,1.7361,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,3.5,1.7799274777460936,FALSE,,1.7799,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,2.0,1.5745088382494912,FALSE,,1.5745,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,2.5,1.5686316814008792,FALSE,,1.5686,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,3.0,1.5745088382494912,FALSE,,1.5745,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,3.5,1.6357388393606214,FALSE,,1.6357,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,2.0,1.655809693406154,FALSE,,1.6558,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,2.5,1.7345327760378857,FALSE,,1.7345,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,3.0,1.8270952859221448,FALSE,,1.8271,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,3.5,1.969659473696261,FALSE,,1.9697,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,2.0,1.6593964656523836,TRUE,,1.6594,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,2.5,1.6095156233971513,TRUE,,1.6095,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,3.0,1.7519018205919117,TRUE,,1.7519,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.0,3.5,1.650228900538525,TRUE,,1.6502,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,2.0,1.785446692510047,TRUE,,1.7854,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,2.5,1.6485918720947494,TRUE,,1.6486,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,3.0,1.644112685346439,TRUE,,1.6441,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),1.5,3.5,2.0730760143351565,TRUE,,2.0731,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,2.0,1.5334415785869662,TRUE,,1.5334,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,2.5,1.6836204525059106,TRUE,,1.6836,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,3.0,1.7467878979089773,TRUE,,1.7468,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Consensus_Entropy_(Bits),2.0,3.5,2.044627993960164,TRUE,,2.0446,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,2.0,8.771929824561408,FALSE,,8.7719,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,2.5,13.157894736842104,FALSE,,13.1579,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,3.0,14.912280701754389,FALSE,,14.9123,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,3.5,16.666666666666664,FALSE,,16.6667,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,2.0,10.526315789473683,FALSE,,10.5263,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,2.5,10.526315789473683,FALSE,,10.5263,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,3.0,10.526315789473683,FALSE,,10.5263,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,3.5,12.28070175438597,FALSE,,12.2807,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,2.0,14.035087719298245,FALSE,,14.0351,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,2.5,14.912280701754389,FALSE,,14.9123,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,3.0,17.543859649122805,FALSE,,17.5439,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,3.5,28.07017543859649,FALSE,,28.0702,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,2.0,13.157894736842104,TRUE,,13.1579,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,2.5,11.403508771929827,TRUE,,11.4035,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,3.0,14.912280701754389,TRUE,,14.9123,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.0,3.5,13.157894736842104,TRUE,,13.1579,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,2.0,16.666666666666664,TRUE,,16.6667,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,2.5,12.28070175438597,TRUE,,12.2807,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,3.0,12.28070175438597,TRUE,,12.2807,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,1.5,3.5,27.192982456140346,TRUE,,27.1930,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,2.0,9.64912280701754,TRUE,,9.6491,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,2.5,13.157894736842104,TRUE,,13.1579,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,3.0,16.666666666666664,TRUE,,16.6667,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Disagreement_Rate_%,2.0,3.5,28.07017543859649,TRUE,,28.0702,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,2.0,0.0087719298245613,FALSE,,0.0088,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,2.5,-0.0017543859649121,FALSE,,-0.0018,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,3.0,-0.0631578947368421,FALSE,,-0.0632,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,3.5,-0.0298245614035086,FALSE,,-0.0298,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,2.0,-0.0350877192982455,FALSE,,-0.0351,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,2.5,-0.0105263157894737,FALSE,,-0.0105,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,3.0,-0.0438596491228071,FALSE,,-0.0439,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,3.5,-0.0526315789473683,FALSE,,-0.0526,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,2.0,-0.036842105263158,FALSE,,-0.0368,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,2.5,-0.0508771929824561,FALSE,,-0.0509,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,3.0,-0.0543859649122807,FALSE,,-0.0544,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,3.5,-0.1561403508771929,FALSE,,-0.1561,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,2.0,-0.0140350877192981,TRUE,,-0.0140,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,2.5,0.0105263157894737,TRUE,,0.0105,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,3.0,-0.0403508771929824,TRUE,,-0.0404,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.0,3.5,-0.0105263157894737,TRUE,,-0.0105,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,2.0,-0.0298245614035088,TRUE,,-0.0298,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,2.5,-0.0473684210526316,TRUE,,-0.0474,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,3.0,-0.0438596491228069,TRUE,,-0.0439,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,1.5,3.5,-0.1298245614035087,TRUE,,-0.1298,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,2.0,-0.0192982456140351,TRUE,,-0.0193,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,2.5,-0.0526315789473683,TRUE,,-0.0526,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,3.0,-0.0824561403508771,TRUE,,-0.0825,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Ensemble_Accuracy_Delta_vs_AvgFold,2.0,3.5,-0.1526315789473683,TRUE,,-0.1526,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,2.0,0.8771929824561403,FALSE,,0.8772,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,2.5,0.8771929824561403,FALSE,,0.8772,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,3.0,2.631578947368421,FALSE,,2.6316,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,3.5,0.8771929824561403,FALSE,,0.8772,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,2.0,0.8771929824561403,FALSE,,0.8772,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,2.5,0.0,FALSE,,0.0000,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,3.0,3.508771929824561,FALSE,,3.5088,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,3.5,3.508771929824561,FALSE,,3.5088,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,2.0,0.8771929824561403,FALSE,,0.8772,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,2.5,1.7543859649122806,FALSE,,1.7544,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,3.0,0.8771929824561403,FALSE,,0.8772,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,3.5,1.7543859649122806,FALSE,,1.7544,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,2.0,1.7543859649122806,TRUE,,1.7544,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,2.5,0.8771929824561403,TRUE,,0.8772,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,3.0,0.8771929824561403,TRUE,,0.8772,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.0,3.5,1.7543859649122806,TRUE,,1.7544,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,2.0,0.0,TRUE,,0.0000,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,2.5,0.8771929824561403,TRUE,,0.8772,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,3.0,1.7543859649122806,TRUE,,1.7544,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,1.5,3.5,2.631578947368421,TRUE,,2.6316,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,2.0,0.8771929824561403,TRUE,,0.8772,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,2.5,2.631578947368421,TRUE,,2.6316,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,3.0,2.631578947368421,TRUE,,2.6316,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Any_Flagged_Rate_%,2.0,3.5,4.385964912280701,TRUE,,4.3860,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.0,2.0,4.385964912280701,FALSE,,4.3860,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.0,2.5,7.017543859649122,FALSE,,7.0175,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.0,3.0,10.526315789473683,FALSE,,10.5263,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.0,3.5,5.263157894736842,FALSE,,5.2632,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.5,2.0,5.263157894736842,FALSE,,5.2632,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.5,2.5,3.508771929824561,FALSE,,3.5088,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.5,3.0,7.894736842105263,FALSE,,7.8947,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Ensemble_Change_From_Majority_Vote_Rate_%,1.5,3.5,10.526315789473683,FALSE,,10.5263,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
