Metric,Pos_Weight,Gamma,Mean,Transfer Learning,Std,Formatted,Profile,Source_Folder,Source_File
Ensemble_Specificity_Delta_vs_AvgFold,2.0,3.0,-0.143859649122807,FALSE,,-0.1439,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,2.0,3.5,-0.343859649122807,FALSE,,-0.3439,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.0,2.0,-0.1052631578947366,TRUE,,-0.1053,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.0,2.5,-0.0526315789473683,TRUE,,-0.0526,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.0,3.0,-0.119298245614035,TRUE,,-0.1193,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.0,3.5,-0.0877192982456139,TRUE,,-0.0877,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.5,2.0,-0.1087719298245613,TRUE,,-0.1088,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.5,2.5,-0.1263157894736841,TRUE,,-0.1263,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.5,3.0,-0.1157894736842105,TRUE,,-0.1158,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,1.5,3.5,-0.2912280701754386,TRUE,,-0.2912,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,2.0,2.0,-0.0771929824561403,TRUE,,-0.0772,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,2.0,2.5,-0.1473684210526314,TRUE,,-0.1474,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,2.0,3.0,-0.2,TRUE,,-0.2000,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Ensemble_Specificity_Delta_vs_AvgFold,2.0,3.5,-0.3473684210526315,TRUE,,-0.3474,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
F1_Score,1.0,2.0,0.9310344827586206,FALSE,,0.9310,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
F1_Score,1.0,2.5,0.9090909090909092,FALSE,,0.9091,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
F1_Score,1.0,3.0,0.8661417322834646,FALSE,,0.8661,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
F1_Score,1.0,3.5,0.88,FALSE,,0.8800,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
F1_Score,1.5,2.0,0.8943089430894309,FALSE,,0.8943,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
F1_Score,1.5,2.5,0.9090909090909092,FALSE,,0.9091,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
F1_Score,1.5,3.0,0.888888888888889,FALSE,,0.8889,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
F1_Score,1.5,3.5,0.8661417322834646,FALSE,,0.8661,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
F1_Score,2.0,2.0,0.8870967741935484,FALSE,,0.8871,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
F1_Score,2.0,2.5,0.8615384615384616,FALSE,,0.8615,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
F1_Score,2.0,3.0,0.8484848484848485,FALSE,,0.8485,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
F1_Score,2.0,3.5,0.7651006711409396,FALSE,,0.7651,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
F1_Score,1.0,2.0,0.9016393442622952,TRUE,,0.9016,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
F1_Score,1.0,2.5,0.913793103448276,TRUE,,0.9138,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
F1_Score,1.0,3.0,0.88,TRUE,,0.8800,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
F1_Score,1.0,3.5,0.9105691056910568,TRUE,,0.9106,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
F1_Score,1.5,2.0,0.8870967741935484,TRUE,,0.8871,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
F1_Score,1.5,2.5,0.88,TRUE,,0.8800,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
F1_Score,1.5,3.0,0.88,TRUE,,0.8800,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
F1_Score,1.5,3.5,0.7777777777777777,TRUE,,0.7778,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
F1_Score,2.0,2.0,0.9016393442622952,TRUE,,0.9016,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
F1_Score,2.0,2.5,0.8682170542635659,TRUE,,0.8682,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
F1_Score,2.0,3.0,0.832116788321168,TRUE,,0.8321,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
F1_Score,2.0,3.5,0.76,TRUE,,0.7600,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,2.0,0.0526315789473684,FALSE,,0.0526,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,2.5,0.0350877192982456,FALSE,,0.0351,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,3.0,0.0350877192982456,FALSE,,0.0351,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,3.5,0.0350877192982456,FALSE,,0.0351,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,2.0,0.0350877192982456,FALSE,,0.0351,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,2.5,0.0350877192982456,FALSE,,0.0351,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,3.0,0.0175438596491228,FALSE,,0.0175,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,3.5,0.0350877192982456,FALSE,,0.0351,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,2.0,0.0350877192982456,FALSE,,0.0351,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,2.5,0.0175438596491228,FALSE,,0.0175,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,3.0,0.0175438596491228,FALSE,,0.0175,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,3.5,0.0,FALSE,,0.0000,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,2.0,0.0350877192982456,TRUE,,0.0351,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,2.5,0.0701754385964912,TRUE,,0.0702,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,3.0,0.0350877192982456,TRUE,,0.0351,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.0,3.5,0.0175438596491228,TRUE,,0.0175,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,2.0,0.0350877192982456,TRUE,,0.0351,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,2.5,0.0350877192982456,TRUE,,0.0351,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,3.0,0.0350877192982456,TRUE,,0.0351,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),1.5,3.5,0.0175438596491228,TRUE,,0.0175,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,2.0,0.0350877192982456,TRUE,,0.0351,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,2.5,0.0175438596491228,TRUE,,0.0175,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,3.0,0.0,TRUE,,0.0000,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
FNR_(False_Negative_Rate),2.0,3.5,0.0,TRUE,,0.0000,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,2.0,3.0,FALSE,,3.0000,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,2.5,2.0,FALSE,,2.0000,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,3.0,2.0,FALSE,,2.0000,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,3.5,2.0,FALSE,,2.0000,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,2.0,2.0,FALSE,,2.0000,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,2.5,2.0,FALSE,,2.0000,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,3.0,1.0,FALSE,,1.0000,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,3.5,2.0,FALSE,,2.0000,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,2.0,2.0,FALSE,,2.0000,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,2.5,1.0,FALSE,,1.0000,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,3.0,1.0,FALSE,,1.0000,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,3.5,0.0,FALSE,,0.0000,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,2.0,2.0,TRUE,,2.0000,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,2.5,4.0,TRUE,,4.0000,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,3.0,2.0,TRUE,,2.0000,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.0,3.5,1.0,TRUE,,1.0000,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,2.0,2.0,TRUE,,2.0000,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,2.5,2.0,TRUE,,2.0000,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,3.0,2.0,TRUE,,2.0000,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),1.5,3.5,1.0,TRUE,,1.0000,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,2.0,2.0,TRUE,,2.0000,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,2.5,1.0,TRUE,,1.0000,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,3.0,0.0,TRUE,,0.0000,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
FN_(False_Negatives),2.0,3.5,0.0,TRUE,,0.0000,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,2.0,0.087719298245614,FALSE,,0.0877,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,2.5,0.1578947368421052,FALSE,,0.1579,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,3.0,0.2631578947368421,FALSE,,0.2632,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,3.5,0.2280701754385964,FALSE,,0.2281,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,2.0,0.1929824561403508,FALSE,,0.1930,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,2.5,0.1578947368421052,FALSE,,0.1579,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,3.0,0.2280701754385964,FALSE,,0.2281,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,3.5,0.2631578947368421,FALSE,,0.2632,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,2.0,0.2105263157894736,FALSE,,0.2105,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,2.5,0.2982456140350877,FALSE,,0.2982,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,3.0,0.3333333333333333,FALSE,,0.3333,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,3.5,0.6140350877192983,FALSE,,0.6140,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,2.0,0.175438596491228,TRUE,,0.1754,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,2.5,0.1052631578947368,TRUE,,0.1053,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,3.0,0.2280701754385964,TRUE,,0.2281,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.0,3.5,0.175438596491228,TRUE,,0.1754,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,2.0,0.2105263157894736,TRUE,,0.2105,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,2.5,0.2280701754385964,TRUE,,0.2281,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,3.0,0.2280701754385964,TRUE,,0.2281,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),1.5,3.5,0.543859649122807,TRUE,,0.5439,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,2.0,0.175438596491228,TRUE,,0.1754,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,2.5,0.2807017543859649,TRUE,,0.2807,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,3.0,0.4035087719298245,TRUE,,0.4035,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
FPR_(False_Positive_Rate),2.0,3.5,0.631578947368421,TRUE,,0.6316,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,2.0,5.0,FALSE,,5.0000,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,2.5,9.0,FALSE,,9.0000,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,3.0,15.0,FALSE,,15.0000,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,3.5,13.0,FALSE,,13.0000,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,2.0,11.0,FALSE,,11.0000,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,2.5,9.0,FALSE,,9.0000,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,3.0,13.0,FALSE,,13.0000,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,3.5,15.0,FALSE,,15.0000,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,2.0,12.0,FALSE,,12.0000,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,2.5,17.0,FALSE,,17.0000,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,3.0,19.0,FALSE,,19.0000,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,3.5,35.0,FALSE,,35.0000,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,2.0,10.0,TRUE,,10.0000,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,2.5,6.0,TRUE,,6.0000,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,3.0,13.0,TRUE,,13.0000,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.0,3.5,10.0,TRUE,,10.0000,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,2.0,12.0,TRUE,,12.0000,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,2.5,13.0,TRUE,,13.0000,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,3.0,13.0,TRUE,,13.0000,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
FP_(False_Positives),1.5,3.5,31.0,TRUE,,31.0000,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,2.0,10.0,TRUE,,10.0000,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,2.5,16.0,TRUE,,16.0000,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,3.0,23.0,TRUE,,23.0000,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
FP_(False_Positives),2.0,3.5,36.0,TRUE,,36.0000,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,2.0,91.2280701754386,FALSE,,91.2281,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,2.5,86.8421052631579,FALSE,,86.8421,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,3.0,85.08771929824562,FALSE,,85.0877,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,3.5,83.33333333333334,FALSE,,83.3333,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,2.0,89.47368421052632,FALSE,,89.4737,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,2.5,89.47368421052632,FALSE,,89.4737,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,3.0,89.47368421052632,FALSE,,89.4737,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,3.5,87.71929824561403,FALSE,,87.7193,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),2.0,2.0,85.96491228070175,FALSE,,85.9649,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),2.0,2.5,85.08771929824562,FALSE,,85.0877,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),2.0,3.0,82.45614035087719,FALSE,,82.4561,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),2.0,3.5,71.9298245614035,FALSE,,71.9298,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,2.0,86.8421052631579,TRUE,,86.8421,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,2.5,88.59649122807018,TRUE,,88.5965,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,3.0,85.08771929824562,TRUE,,85.0877,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.0,3.5,86.8421052631579,TRUE,,86.8421,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,2.0,83.33333333333334,TRUE,,83.3333,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,2.5,87.71929824561403,TRUE,,87.7193,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,3.0,87.71929824561403,TRUE,,87.7193,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),1.5,3.5,72.80701754385966,TRUE,,72.8070,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Fold_Agreement_Rate_(Unanimous%),2.0,2.0,90.35087719298248,TRUE,,90.3509,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
