Metric,Pos_Weight,Gamma,Mean_Transfer_Learning_False,Mean_Transfer_Learning_True,Std_Transfer_Learning_False,Std_Transfer_Learning_True,Difference_True_Minus_False,Propagated_Std_True_Minus_False
Sensitivity,1.0,3.0,0.9298245614035088,0.8771929824561403,0.0,0.0,-0.052631578947368474,0.0
Sensitivity,1.0,3.5,0.8771929824561403,0.9298245614035088,0.0,0.0,0.052631578947368474,0.0
Sensitivity,1.5,2.0,0.912280701754386,0.912280701754386,0.0,0.0,0.0,0.0
Sensitivity,1.5,2.5,0.912280701754386,0.8947368421052632,0.0,0.0,-0.01754385964912286,0.0
Sensitivity,1.5,3.0,0.8947368421052632,0.9298245614035088,0.0,0.0,0.03508771929824561,0.0
Sensitivity,1.5,3.5,0.912280701754386,0.8947368421052632,0.0,0.0,-0.01754385964912286,0.0
Sensitivity,2.0,2.0,0.8947368421052632,0.8947368421052632,0.0,0.0,0.0,0.0
Sensitivity,2.0,2.5,0.912280701754386,0.912280701754386,0.0,0.0,0.0,0.0
Sensitivity,2.0,3.0,0.8947368421052632,0.912280701754386,0.0,0.0,0.01754385964912286,0.0
Sensitivity,2.0,3.5,0.912280701754386,0.912280701754386,0.0,0.0,0.0,0.0
Specificity,1.0,2.0,0.9473684210526316,0.9473684210526316,0.0,0.0,0.0,0.0
Specificity,1.0,2.5,0.912280701754386,0.9473684210526316,0.0,0.0,0.03508771929824561,0.0
Specificity,1.0,3.0,0.9473684210526316,0.912280701754386,0.0,0.0,-0.03508771929824561,0.0
Specificity,1.0,3.5,0.8947368421052632,0.8947368421052632,0.0,0.0,0.0,0.0
Specificity,1.5,2.0,0.9473684210526316,0.912280701754386,0.0,0.0,-0.03508771929824561,0.0
Specificity,1.5,2.5,0.9473684210526316,0.8947368421052632,0.0,0.0,-0.052631578947368474,0.0
Specificity,1.5,3.0,0.9298245614035088,0.9473684210526316,0.0,0.0,0.01754385964912286,0.0
Specificity,1.5,3.5,0.9473684210526316,0.9298245614035088,0.0,0.0,-0.01754385964912286,0.0
Specificity,2.0,2.0,0.9298245614035088,0.9473684210526316,0.0,0.0,0.01754385964912286,0.0
Specificity,2.0,2.5,0.9298245614035088,0.9298245614035088,0.0,0.0,0.0,0.0
Specificity,2.0,3.0,0.9298245614035088,0.9298245614035088,0.0,0.0,0.0,0.0
Specificity,2.0,3.5,0.912280701754386,0.8947368421052632,0.0,0.0,-0.01754385964912286,0.0
TN_(True_Negatives),1.0,2.0,54.0,54.0,0.0,0.0,0.0,0.0
TN_(True_Negatives),1.0,2.5,52.0,54.0,0.0,0.0,2.0,0.0
TN_(True_Negatives),1.0,3.0,54.0,52.0,0.0,0.0,-2.0,0.0
TN_(True_Negatives),1.0,3.5,51.0,51.0,0.0,0.0,0.0,0.0
TN_(True_Negatives),1.5,2.0,54.0,52.0,0.0,0.0,-2.0,0.0
TN_(True_Negatives),1.5,2.5,54.0,51.0,0.0,0.0,-3.0,0.0
TN_(True_Negatives),1.5,3.0,53.0,54.0,0.0,0.0,1.0,0.0
TN_(True_Negatives),1.5,3.5,54.0,53.0,0.0,0.0,-1.0,0.0
TN_(True_Negatives),2.0,2.0,53.0,54.0,0.0,0.0,1.0,0.0
TN_(True_Negatives),2.0,2.5,53.0,53.0,0.0,0.0,0.0,0.0
TN_(True_Negatives),2.0,3.0,53.0,53.0,0.0,0.0,0.0,0.0
TN_(True_Negatives),2.0,3.5,52.0,51.0,0.0,0.0,-1.0,0.0
TP_(True_Positives),1.0,2.0,52.0,53.0,0.0,0.0,1.0,0.0
TP_(True_Positives),1.0,2.5,52.0,52.0,0.0,0.0,0.0,0.0
TP_(True_Positives),1.0,3.0,53.0,50.0,0.0,0.0,-3.0,0.0
TP_(True_Positives),1.0,3.5,50.0,53.0,0.0,0.0,3.0,0.0
TP_(True_Positives),1.5,2.0,52.0,52.0,0.0,0.0,0.0,0.0
TP_(True_Positives),1.5,2.5,52.0,51.0,0.0,0.0,-1.0,0.0
TP_(True_Positives),1.5,3.0,51.0,53.0,0.0,0.0,2.0,0.0
TP_(True_Positives),1.5,3.5,52.0,51.0,0.0,0.0,-1.0,0.0
TP_(True_Positives),2.0,2.0,51.0,51.0,0.0,0.0,0.0,0.0
TP_(True_Positives),2.0,2.5,52.0,52.0,0.0,0.0,0.0,0.0
TP_(True_Positives),2.0,3.0,51.0,52.0,0.0,0.0,1.0,0.0
TP_(True_Positives),2.0,3.5,52.0,52.0,0.0,0.0,0.0,0.0
