,precision,recall,f1-score,support
Negative,0.6477527251007914,0.9121685556279833,0.7575506212508841,47557.0
Contaminated,0.8086052052785924,0.4279409268375488,0.559680309541555,41237.0
accuracy,0.6872874293308107,0.6872874293308107,0.6872874293308107,0.6872874293308107
macro avg,0.7281789651896919,0.670054741232766,0.6586154653962195,88794.0
weighted avg,0.7224545487047734,0.6872874293308107,0.6656572721061491,88794.0
OVERALL_AUC_ROC,,,,0.7333822828215272
