,precision,recall,f1-score,support
Negative,0.6173858231619964,0.9061967743970394,0.7344177367268514,47557.0
Contaminated,0.765086887835703,0.352329218905352,0.48247463762100057,41237.0
accuracy,0.6489740297767868,0.6489740297767868,0.6489740297767868,0.6489740297767868
macro avg,0.6912363554988497,0.6292629966511957,0.608446187173926,88794.0
weighted avg,0.6859799714597377,0.6489740297767868,0.617412335710702,88794.0
OVERALL_AUC_ROC,,,,0.7063614528841589
