,precision,recall,f1-score,support
Negative,0.6649410803078809,0.205269466114347,0.3136990263183264,47557.0
Contaminated,0.49003548635192207,0.8807139219632854,0.6297009102730818,41237.0
accuracy,0.5189539833772552,0.5189539833772552,0.5189539833772552,0.5189539833772552
macro avg,0.5774882833299015,0.5429916940388162,0.47169996829570415,88794.0
weighted avg,0.5837128218899487,0.5189539833772552,0.46045409635281354,88794.0
OVERALL_AUC_ROC,,,,0.6444531087527674
