,precision,recall,f1-score,support
Negative,0.8055555555555556,1.0,0.8923076923076924,58.0
Positive,1.0,0.7586206896551724,0.8627450980392156,58.0
accuracy,0.8793103448275862,0.8793103448275862,0.8793103448275862,0.8793103448275862
macro avg,0.9027777777777778,0.8793103448275862,0.877526395173454,116.0
weighted avg,0.9027777777777778,0.8793103448275862,0.877526395173454,116.0
