Metric,Pos_Weight,Gamma,Mean,Transfer Learning,Std,Formatted,Summary_Type,Profile,Source_Folder,Source_File
Sensitivity,1.5,2.0,0.9649122807017544,FALSE,,0.9649,ensemble_voting,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,2.5,0.9649122807017544,FALSE,,0.9649,ensemble_voting,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,3.0,0.9824561403508772,FALSE,,0.9825,ensemble_voting,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,3.5,0.9649122807017544,FALSE,,0.9649,ensemble_voting,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,2.0,0.9649122807017544,FALSE,,0.9649,ensemble_voting,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,2.5,0.9824561403508772,FALSE,,0.9825,ensemble_voting,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,3.0,0.9824561403508772,FALSE,,0.9825,ensemble_voting,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,3.5,1.0,FALSE,,1.0000,ensemble_voting,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Sensitivity,1.0,2.0,0.9649122807017544,TRUE,,0.9649,ensemble_voting,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Sensitivity,1.0,2.5,0.9298245614035088,TRUE,,0.9298,ensemble_voting,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Sensitivity,1.0,3.0,0.9649122807017544,TRUE,,0.9649,ensemble_voting,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Sensitivity,1.0,3.5,0.9824561403508772,TRUE,,0.9825,ensemble_voting,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,2.0,0.9649122807017544,TRUE,,0.9649,ensemble_voting,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,2.5,0.9649122807017544,TRUE,,0.9649,ensemble_voting,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,3.0,0.9649122807017544,TRUE,,0.9649,ensemble_voting,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Sensitivity,1.5,3.5,0.9824561403508772,TRUE,,0.9825,ensemble_voting,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,2.0,0.9649122807017544,TRUE,,0.9649,ensemble_voting,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,2.5,0.9824561403508772,TRUE,,0.9825,ensemble_voting,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,3.0,1.0,TRUE,,1.0000,ensemble_voting,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Sensitivity,2.0,3.5,1.0,TRUE,,1.0000,ensemble_voting,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Specificity,1.0,2.0,0.912280701754386,FALSE,,0.9123,ensemble_voting,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Specificity,1.0,2.5,0.8421052631578947,FALSE,,0.8421,ensemble_voting,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Specificity,1.0,3.0,0.7368421052631579,FALSE,,0.7368,ensemble_voting,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Specificity,1.0,3.5,0.7719298245614035,FALSE,,0.7719,ensemble_voting,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Specificity,1.5,2.0,0.8070175438596491,FALSE,,0.8070,ensemble_voting,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Specificity,1.5,2.5,0.8421052631578947,FALSE,,0.8421,ensemble_voting,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Specificity,1.5,3.0,0.7719298245614035,FALSE,,0.7719,ensemble_voting,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Specificity,1.5,3.5,0.7368421052631579,FALSE,,0.7368,ensemble_voting,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Specificity,2.0,2.0,0.7894736842105263,FALSE,,0.7895,ensemble_voting,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Specificity,2.0,2.5,0.7017543859649122,FALSE,,0.7018,ensemble_voting,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Specificity,2.0,3.0,0.6666666666666666,FALSE,,0.6667,ensemble_voting,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Specificity,2.0,3.5,0.3859649122807017,FALSE,,0.3860,ensemble_voting,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Specificity,1.0,2.0,0.8245614035087719,TRUE,,0.8246,ensemble_voting,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Specificity,1.0,2.5,0.8947368421052632,TRUE,,0.8947,ensemble_voting,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Specificity,1.0,3.0,0.7719298245614035,TRUE,,0.7719,ensemble_voting,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Specificity,1.0,3.5,0.8245614035087719,TRUE,,0.8246,ensemble_voting,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Specificity,1.5,2.0,0.7894736842105263,TRUE,,0.7895,ensemble_voting,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Specificity,1.5,2.5,0.7719298245614035,TRUE,,0.7719,ensemble_voting,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Specificity,1.5,3.0,0.7719298245614035,TRUE,,0.7719,ensemble_voting,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Specificity,1.5,3.5,0.4561403508771929,TRUE,,0.4561,ensemble_voting,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Specificity,2.0,2.0,0.8245614035087719,TRUE,,0.8246,ensemble_voting,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Specificity,2.0,2.5,0.7192982456140351,TRUE,,0.7193,ensemble_voting,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Specificity,2.0,3.0,0.5964912280701754,TRUE,,0.5965,ensemble_voting,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Specificity,2.0,3.5,0.3684210526315789,TRUE,,0.3684,ensemble_voting,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,2.0,0.0204594803327905,FALSE,,0.0205,ensemble_voting,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,2.5,0.0452073639534214,FALSE,,0.0452,ensemble_voting,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,3.0,0.0559206226333657,FALSE,,0.0559,ensemble_voting,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,3.5,0.0570107958220067,FALSE,,0.0570,ensemble_voting,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,2.0,0.0262572448194662,FALSE,,0.0263,ensemble_voting,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,2.5,0.0285053979110033,FALSE,,0.0285,ensemble_voting,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,3.0,0.0452073639534214,FALSE,,0.0452,ensemble_voting,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,3.5,0.0361250180385508,FALSE,,0.0361,ensemble_voting,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,2.0,0.0527484083451681,FALSE,,0.0527,ensemble_voting,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,2.5,0.053213161010888,FALSE,,0.0532,ensemble_voting,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,3.0,0.0779863535820802,FALSE,,0.0780,ensemble_voting,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,3.5,0.1594851674015931,FALSE,,0.1595,ensemble_voting,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,2.0,0.0384366707021169,TRUE,,0.0384,ensemble_voting,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,2.5,0.0248107642521595,TRUE,,0.0248,ensemble_voting,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,3.0,0.0536738896167661,TRUE,,0.0537,ensemble_voting,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.0,3.5,0.047075115315785,TRUE,,0.0471,ensemble_voting,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,2.0,0.0601629059630955,TRUE,,0.0602,ensemble_voting,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,2.5,0.0536738896167661,TRUE,,0.0537,ensemble_voting,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,3.0,0.0452073639534214,TRUE,,0.0452,ensemble_voting,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,1.5,3.5,0.1406137888386938,TRUE,,0.1406,ensemble_voting,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,2.0,0.040918960665581,TRUE,,0.0409,ensemble_voting,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,2.5,0.0285053979110033,TRUE,,0.0285,ensemble_voting,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,3.0,0.0804725960784541,TRUE,,0.0805,ensemble_voting,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Specificity_Variance_Across_Folds,2.0,3.5,0.1709603889835765,TRUE,,0.1710,ensemble_voting,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,2.0,88.13559322033898,FALSE,,88.1356,ensemble_voting,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,2.5,76.5625,FALSE,,76.5625,ensemble_voting,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,3.0,74.28571428571429,FALSE,,74.2857,ensemble_voting,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,3.5,83.82352941176471,FALSE,,83.8235,ensemble_voting,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,2.0,86.36363636363636,FALSE,,86.3636,ensemble_voting,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,2.5,84.375,FALSE,,84.3750,ensemble_voting,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,3.0,82.6086956521739,FALSE,,82.6087,ensemble_voting,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,3.5,81.42857142857143,FALSE,,81.4286,ensemble_voting,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,2.0,83.5820895522388,FALSE,,83.5821,ensemble_voting,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,2.5,82.1917808219178,FALSE,,82.1918,ensemble_voting,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,3.0,80.0,FALSE,,80.0000,ensemble_voting,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,3.5,69.56521739130434,FALSE,,69.5652,ensemble_voting,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,2.0,78.46153846153847,TRUE,,78.4615,ensemble_voting,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,2.5,81.35593220338984,TRUE,,81.3559,ensemble_voting,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,3.0,80.88235294117648,TRUE,,80.8824,ensemble_voting,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.0,3.5,78.78787878787878,TRUE,,78.7879,ensemble_voting,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,2.0,83.5820895522388,TRUE,,83.5821,ensemble_voting,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,2.5,80.88235294117648,TRUE,,80.8824,ensemble_voting,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,3.0,85.29411764705883,TRUE,,85.2941,ensemble_voting,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,1.5,3.5,68.96551724137932,TRUE,,68.9655,ensemble_voting,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,2.0,86.15384615384616,TRUE,,86.1538,ensemble_voting,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,2.5,80.55555555555556,TRUE,,80.5556,ensemble_voting,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,3.0,73.75,TRUE,,73.7500,ensemble_voting,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
Strong_Signal_Patients_Rate_(4-5_Models)_%,2.0,3.5,64.51612903225806,TRUE,,64.5161,ensemble_voting,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,2.0,52.0,FALSE,,52.0000,ensemble_voting,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,2.5,48.0,FALSE,,48.0000,ensemble_voting,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,3.0,42.0,FALSE,,42.0000,ensemble_voting,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,3.5,44.0,FALSE,,44.0000,ensemble_voting,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,2.0,46.0,FALSE,,46.0000,ensemble_voting,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,2.5,48.0,FALSE,,48.0000,ensemble_voting,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,3.0,44.0,FALSE,,44.0000,ensemble_voting,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,3.5,42.0,FALSE,,42.0000,ensemble_voting,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,2.0,45.0,FALSE,,45.0000,ensemble_voting,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,2.5,40.0,FALSE,,40.0000,ensemble_voting,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,3.0,38.0,FALSE,,38.0000,ensemble_voting,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,3.5,22.0,FALSE,,22.0000,ensemble_voting,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,2.0,47.0,TRUE,,47.0000,ensemble_voting,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,2.5,51.0,TRUE,,51.0000,ensemble_voting,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,3.0,44.0,TRUE,,44.0000,ensemble_voting,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.0,3.5,47.0,TRUE,,47.0000,ensemble_voting,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,2.0,45.0,TRUE,,45.0000,ensemble_voting,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,2.5,44.0,TRUE,,44.0000,ensemble_voting,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,3.0,44.0,TRUE,,44.0000,ensemble_voting,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),1.5,3.5,26.0,TRUE,,26.0000,ensemble_voting,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,2.0,47.0,TRUE,,47.0000,ensemble_voting,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,2.5,41.0,TRUE,,41.0000,ensemble_voting,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,3.0,34.0,TRUE,,34.0000,ensemble_voting,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
TN_(True_Negatives),2.0,3.5,21.0,TRUE,,21.0000,ensemble_voting,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,2.0,54.0,FALSE,,54.0000,ensemble_voting,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,2.5,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,3.0,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,3.5,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,2.0,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER1,transfer_convnext_tiny_38.1_SEARCHER1,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,2.5,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER4,transfer_convnext_tiny_38.4_SEARCHER4,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,3.0,56.0,FALSE,,56.0000,ensemble_voting,SEARCHER7,transfer_convnext_tiny_38.7_SEARCHER7,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,3.5,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER10,transfer_convnext_tiny_39.0_SEARCHER10,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,2.0,55.0,FALSE,,55.0000,ensemble_voting,SEARCHER2,transfer_convnext_tiny_38.2_SEARCHER2,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,2.5,56.0,FALSE,,56.0000,ensemble_voting,SEARCHER5,transfer_convnext_tiny_38.5_SEARCHER5,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,3.0,56.0,FALSE,,56.0000,ensemble_voting,SEARCHER8,transfer_convnext_tiny_38.8_SEARCHER8,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,3.5,57.0,FALSE,,57.0000,ensemble_voting,SEARCHER11,transfer_convnext_tiny_39.1_SEARCHER11,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,2.0,55.0,TRUE,,55.0000,ensemble_voting,SEARCHER,transfer_convnext_tiny_40.0_SEARCHER01,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,2.5,53.0,TRUE,,53.0000,ensemble_voting,SEARCHER3,transfer_convnext_tiny_40.3_SEARCHER31,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,3.0,55.0,TRUE,,55.0000,ensemble_voting,SEARCHER6,transfer_convnext_tiny_40.6_SEARCHER61,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.0,3.5,56.0,TRUE,,56.0000,ensemble_voting,SEARCHER9,transfer_convnext_tiny_40.9_SEARCHER91,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,2.0,55.0,TRUE,,55.0000,ensemble_voting,SEARCHER1,transfer_convnext_tiny_40.1_SEARCHER12,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,2.5,55.0,TRUE,,55.0000,ensemble_voting,SEARCHER4,transfer_convnext_tiny_40.4_SEARCHER41,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,3.0,55.0,TRUE,,55.0000,ensemble_voting,SEARCHER7,transfer_convnext_tiny_40.7_SEARCHER71,ensemble_voting_summary_00-00.csv
TP_(True_Positives),1.5,3.5,56.0,TRUE,,56.0000,ensemble_voting,SEARCHER10,transfer_convnext_tiny_41.0_SEARCHER101,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,2.0,55.0,TRUE,,55.0000,ensemble_voting,SEARCHER2,transfer_convnext_tiny_40.2_SEARCHER21,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,2.5,56.0,TRUE,,56.0000,ensemble_voting,SEARCHER5,transfer_convnext_tiny_40.5_SEARCHER51,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,3.0,57.0,TRUE,,57.0000,ensemble_voting,SEARCHER8,transfer_convnext_tiny_40.8_SEARCHER81,ensemble_voting_summary_00-00.csv
TP_(True_Positives),2.0,3.5,57.0,TRUE,,57.0000,ensemble_voting,SEARCHER11,transfer_convnext_tiny_41.1_SEARCHER111,ensemble_voting_summary_00-00.csv
Ultimate_Ghost_Count,1.0,2.0,3.0,FALSE,,3.0000,ensemble_voting,SEARCHER,transfer_convnext_tiny_38.0_SEARCHER,ensemble_voting_summary_00-00.csv
Ultimate_Ghost_Count,1.0,2.5,2.0,FALSE,,2.0000,ensemble_voting,SEARCHER3,transfer_convnext_tiny_38.3_SEARCHER3,ensemble_voting_summary_00-00.csv
Ultimate_Ghost_Count,1.0,3.0,2.0,FALSE,,2.0000,ensemble_voting,SEARCHER6,transfer_convnext_tiny_38.6_SEARCHER6,ensemble_voting_summary_00-00.csv
Ultimate_Ghost_Count,1.0,3.5,2.0,FALSE,,2.0000,ensemble_voting,SEARCHER9,transfer_convnext_tiny_38.9_SEARCHER9,ensemble_voting_summary_00-00.csv
