Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.8947368421052632,0.8955403677828843,0.041469217470329715,0.8076923076923077,0.9655172413793104,0.07891246684350134
Precision,0.9272727272727272,0.9254605033566807,0.03562946407629117,0.8467731421121252,0.9824561403508771,0.06784149911937598
Accuracy,0.9122807017543859,0.9116491228070174,0.025954858176711785,0.8596491228070176,0.956140350877193,0.0482456140350877
F1_Score,0.9107142857142856,0.9094391275396533,0.027970427751216522,0.8473119858989424,0.9565217391304348,0.0546048766157462
Sensitivity,0.8947368421052632,0.8955403677828843,0.041469217470329715,0.8076923076923077,0.9655172413793104,0.07891246684350134
Specificity,0.9298245614035088,0.9275359455310769,0.03538310815291478,0.848217141029741,0.9830508474576272,0.06741685321394308
Balanced_Accuracy,0.9122807017543859,0.9115381566569806,0.026033298189122138,0.8580294099945299,0.9565527204802041,0.0492616552428371
PPV_(Positive_Predictive_Value),0.9272727272727272,0.9254605033566807,0.03562946407629117,0.8467731421121252,0.9824561403508771,0.06784149911937598
NPV_(Negative_Predictive_Value),0.8983050847457628,0.8990283685036097,0.039644976508098305,0.8208955223880597,0.9652298850574713,0.07216718133470579
FPR_(False_Positive_Rate),0.07017543859649122,0.07246405446892303,0.03538310815291478,0.01694915254237288,0.151782858970259,0.06741685321394306
FNR_(False_Negative_Rate),0.10526315789473684,0.10445963221711581,0.041469217470329715,0.034482758620689655,0.19230769230769232,0.07891246684350134
Matthews_Correlation_Coefficient,0.8250694512486008,0.8237672464442101,0.051741290553792715,0.7176578136546536,0.9124211282466753,0.09738165729601084
Cohen_Kappa,0.8245614035087719,0.8219527455605653,0.05225501086378221,0.7172093023255814,0.9120410339857973,0.09741586583010792
TP_(True_Positives),51.0,51.0,0.0,51.0,51.0,0.0
FP_(False_Positives),4.0,4.0,0.0,4.0,4.0,0.0
FN_(False_Negatives),6.0,6.0,0.0,6.0,6.0,0.0
TN_(True_Negatives),53.0,53.0,0.0,53.0,53.0,0.0
