Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.8596491228070176,0.8596079018423447,0.046659797998760764,0.7691086065573771,0.9491525423728814,0.09002196790775213
Precision,0.9074074074074074,0.9068444700963016,0.03886589078646521,0.8240196078431372,0.9775404448938321,0.07676041852534743
Accuracy,0.8859649122807017,0.8850877192982456,0.029536795421636793,0.8245614035087719,0.9385964912280702,0.057017543859649134
F1_Score,0.8828828828828829,0.8816035571423515,0.03203243445614997,0.8163273828165779,0.9430186890574215,0.06334565312042179
Sensitivity,0.8596491228070176,0.8596079018423447,0.046659797998760764,0.7691086065573771,0.9491525423728814,0.09002196790775213
Specificity,0.9122807017543859,0.9109457750147043,0.03760653207009201,0.8301886792452831,0.9775378787878788,0.07367459977129787
Balanced_Accuracy,0.8859649122807017,0.8852768384285244,0.029452959429878887,0.8255044699872286,0.9439721662266305,0.05923384811970095
PPV_(Positive_Predictive_Value),0.9074074074074074,0.9068444700963016,0.03886589078646521,0.8240196078431372,0.9775404448938321,0.07676041852534743
NPV_(Negative_Predictive_Value),0.8666666666666667,0.8654120751429923,0.04515127387537074,0.7725964912280702,0.9491810344827586,0.08829227162734421
FPR_(False_Positive_Rate),0.08771929824561403,0.08905422498529583,0.03760653207009201,0.022462121212121215,0.16981132075471697,0.07367459977129788
FNR_(False_Negative_Rate),0.14035087719298245,0.14039209815765527,0.046659797998760764,0.05084745762711865,0.2308913934426229,0.09002196790775213
Matthews_Correlation_Coefficient,0.7730012058189372,0.7713811179066676,0.05836097114430245,0.6510436734641799,0.8798547009284331,0.1144055137321266
Cohen_Kappa,0.7719298245614035,0.7687251090095426,0.05914786952721699,0.6488957370313302,0.8771570518535329,0.11413065741110134
TP_(True_Positives),49.0,49.0,0.0,49.0,49.0,0.0
FP_(False_Positives),5.0,5.0,0.0,5.0,5.0,0.0
FN_(False_Negatives),8.0,8.0,0.0,8.0,8.0,0.0
TN_(True_Negatives),52.0,52.0,0.0,52.0,52.0,0.0
