Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.8947368421052632,0.8948092619024476,0.04201258158488892,0.8079963235294118,0.9690024038461539,0.08050304015837106
Precision,0.9272727272727272,0.9291937161092982,0.034931770342643303,0.8525376773049645,0.9829120397428405,0.06518718121893796
Accuracy,0.9122807017543859,0.9136140350877193,0.027276182849065144,0.8596491228070176,0.9607456140350875,0.05054824561403498
F1_Score,0.9107142857142856,0.9109277676558564,0.02914687611890854,0.848138998682477,0.9634856990109595,0.057673350164241244
Sensitivity,0.8947368421052632,0.8948092619024476,0.04201258158488892,0.8079963235294118,0.9690024038461539,0.08050304015837106
Specificity,0.9298245614035088,0.9323925428667159,0.03344833520628041,0.8571428571428571,0.9834767759562841,0.06316695940671352
Balanced_Accuracy,0.9122807017543859,0.9136009023845818,0.02725926023712409,0.8584546749734376,0.9624818840579709,0.05201360454226661
PPV_(Positive_Predictive_Value),0.9272727272727272,0.9291937161092982,0.034931770342643303,0.8525376773049645,0.9829120397428405,0.06518718121893796
NPV_(Negative_Predictive_Value),0.8983050847457628,0.8991291689141211,0.04095827662561699,0.8130031779661018,0.9682539682539683,0.07762539514393324
FPR_(False_Positive_Rate),0.07017543859649122,0.0676074571332842,0.03344833520628041,0.016523224043715846,0.14285714285714285,0.0631669594067135
FNR_(False_Negative_Rate),0.10526315789473684,0.10519073809755225,0.04201258158488892,0.030997596153846157,0.19200367647058803,0.08050304015837094
Matthews_Correlation_Coefficient,0.8250694512486008,0.8277451193215466,0.05414647914970017,0.7195087611402726,0.9223767215990235,0.10143398022937544
Cohen_Kappa,0.8245614035087719,0.8259214472218411,0.05486828617011774,0.718074639799771,0.9203845680909926,0.10115496414561076
TP_(True_Positives),51.0,51.0,0.0,51.0,51.0,0.0
FP_(False_Positives),4.0,4.0,0.0,4.0,4.0,0.0
FN_(False_Negatives),6.0,6.0,0.0,6.0,6.0,0.0
TN_(True_Negatives),53.0,53.0,0.0,53.0,53.0,0.0
