,precision,recall,f1-score,support
Negative,1.0,0.9995469304538247,0.999773413897281,13243.0
Contaminated,0.9807073954983923,1.0,0.9902597402597403,305.0
accuracy,0.9995571302037201,0.9995571302037201,0.9995571302037201,0.9995571302037201
macro avg,0.9903536977491961,0.9997734652269124,0.9950165770785107,13548.0
weighted avg,0.9995656743155454,0.9995571302037201,0.999559236863073,13548.0
overall_auc,0.9999972766311432,,,
