strategy,accuracy,precision,recall,f1_score,balanced_accuracy,specificity,tp,fp,fn,tn
f1,0.8990041856985375,0.782413182606701,0.8605794199486425,0.8196369013477227,0.8867778498041714,0.9129762796597004,17769.85918494445,4941.74585951823,2878.8558238398823,51844.448067768666
