,precision,recall,f1-score,support
Negative,0.859375,0.9649122807017544,0.9090909090909092,57.0
Positive,0.96,0.8421052631578947,0.8971962616822429,57.0
accuracy,0.9035087719298246,0.9035087719298246,0.9035087719298246,0.9035087719298246
macro avg,0.9096875,0.9035087719298245,0.903143585386576,114.0
weighted avg,0.9096875,0.9035087719298246,0.903143585386576,114.0
