,precision,recall,f1-score,support
Negative,0.9032258064516129,0.9824561403508771,0.9411764705882352,57.0
Positive,0.9807692307692307,0.8947368421052632,0.9357798165137614,57.0
accuracy,0.9385964912280702,0.9385964912280702,0.9385964912280702,0.9385964912280702
macro avg,0.9419975186104218,0.9385964912280702,0.9384781435509983,114.0
weighted avg,0.9419975186104218,0.9385964912280702,0.9384781435509982,114.0
