,precision,recall,f1-score,support
Negative,0.8813559322033898,0.9122807017543859,0.8965517241379309,57.0
Positive,0.9090909090909091,0.8771929824561403,0.8928571428571428,57.0
accuracy,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632
macro avg,0.8952234206471494,0.894736842105263,0.8947044334975369,114.0
weighted avg,0.8952234206471494,0.8947368421052632,0.8947044334975369,114.0
