Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.8596491228070176,0.8602610153613982,0.04503043120350763,0.7741935483870968,0.9421753065774805,0.08399087909519187
Precision,0.9607843137254902,0.9604588643750636,0.025690459211238706,0.90546875,1.0,0.04726562499999998
Accuracy,0.9122807017543859,0.9124210526315789,0.024623580447730716,0.8596491228070176,0.956140350877193,0.0482456140350877
F1_Score,0.9074074074074074,0.9068007565584172,0.02744363184754942,0.853270150273224,0.9557775166470818,0.05125368318692891
Sensitivity,0.8596491228070176,0.8602610153613982,0.04503043120350763,0.7741935483870968,0.9421753065774805,0.08399087909519187
Specificity,0.9649122807017544,0.9648579829935721,0.022827833711094116,0.9174744897959184,1.0,0.041262755102040805
Balanced_Accuracy,0.9122807017543859,0.9125594991774851,0.024252124779619414,0.8656066669520059,0.956140350877193,0.04526684196259351
PPV_(Positive_Predictive_Value),0.9607843137254902,0.9604588643750636,0.025690459211238706,0.90546875,1.0,0.04726562499999998
NPV_(Negative_Predictive_Value),0.873015873015873,0.8734604247043682,0.041497054341897176,0.7868852459016393,0.9516129032258065,0.08236382866208358
FPR_(False_Positive_Rate),0.03508771929824561,0.035142017006427995,0.022827833711094116,0.0,0.0825255102040816,0.0412627551020408
FNR_(False_Negative_Rate),0.14035087719298245,0.13973898463860177,0.04503043120350764,0.05782469342251951,0.22580645161290322,0.08399087909519186
Matthews_Correlation_Coefficient,0.8291679276391088,0.8294637974100554,0.04652150895501574,0.7356967340604514,0.9135468796041986,0.08892507277187356
Cohen_Kappa,0.8245614035087719,0.8237332247918121,0.049142997064810005,0.7217195032650388,0.9122293406860758,0.0952549187105185
TP_(True_Positives),49.0,49.0,0.0,49.0,49.0,0.0
FP_(False_Positives),2.0,2.0,0.0,2.0,2.0,0.0
FN_(False_Negatives),8.0,8.0,0.0,8.0,8.0,0.0
TN_(True_Negatives),55.0,55.0,0.0,55.0,55.0,0.0
