Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.9473684210526315,0.947874233270225,0.030327261157856215,0.8787142857142857,1.0,0.060642857142857165
Precision,0.8181818181818182,0.8160784705057594,0.046132592791456775,0.7202794117647059,0.9014084507042254,0.09056451946975974
Accuracy,0.868421052631579,0.8669122807017543,0.03009988501423409,0.8157894736842105,0.9210526315789473,0.05263157894736842
F1_Score,0.8780487804878049,0.8761557933634806,0.03044339437490197,0.814873746108613,0.9277797101449275,0.056452982018157294
Sensitivity,0.9473684210526315,0.947874233270225,0.030327261157856215,0.8787142857142857,1.0,0.060642857142857165
Specificity,0.7894736842105263,0.7858981122978699,0.05145241546308073,0.6875,0.8793103448275862,0.0959051724137931
Balanced_Accuracy,0.868421052631579,0.8668861727840474,0.029125129593252145,0.811844225903761,0.9216001157407407,0.05487794491848985
PPV_(Positive_Predictive_Value),0.8181818181818182,0.8160784705057594,0.046132592791456775,0.7202794117647059,0.9014084507042254,0.09056451946975974
NPV_(Negative_Predictive_Value),0.9375,0.9377138802349341,0.03590379280204627,0.8584999999999999,1.0,0.07075000000000004
FPR_(False_Positive_Rate),0.21052631578947367,0.21410188770213018,0.05145241546308073,0.1206896551724138,0.3125,0.0959051724137931
FNR_(False_Negative_Rate),0.05263157894736842,0.052125766729775105,0.030327261157856215,0.0,0.12128571428571423,0.060642857142857116
Matthews_Correlation_Coefficient,0.7462025072446365,0.7436253416182901,0.05643751661301311,0.6378667462501901,0.8471485023245668,0.10464087803718836
Cohen_Kappa,0.736842105263158,0.7323643159542261,0.059634969625672274,0.6294818383779349,0.8421052631578947,0.10631171238997988
TP_(True_Positives),54.0,54.0,0.0,54.0,54.0,0.0
FP_(False_Positives),12.0,12.0,0.0,12.0,12.0,0.0
FN_(False_Negatives),3.0,3.0,0.0,3.0,3.0,0.0
TN_(True_Negatives),45.0,45.0,0.0,45.0,45.0,0.0
