Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.06924112401144203,0.06919929034106181,0.0016851344841181935,0.06569357076725196,0.07242351904888038,0.0033649741408142073
Precision,0.7630968938340288,0.7633930263348939,0.009017264334791903,0.7453971470563381,0.7813717442428008,0.017987298593231338
Accuracy,0.710483571857934,0.7104998529204876,0.0015919271936788305,0.7073753980738978,0.7135795955952884,0.003102098760695282
F1_Score,0.1269620887809017,0.12689143323275,0.0028955612612152175,0.12081731248316784,0.13236121030787504,0.005771948912353601
Sensitivity,0.06924112401144203,0.06919929034106181,0.0016851344841181935,0.06569357076725196,0.07242351904888038,0.0033649741408142073
Specificity,0.9906095521620082,0.9906316395161531,0.00040231500776630213,0.9898511446824108,0.9914303230485776,0.0007895891830834167
Balanced_Accuracy,0.5299253380867252,0.5299154649286074,0.0008639858098183729,0.5281338987903694,0.5315822431159825,0.0017241721628065143
PPV_(Positive_Predictive_Value),0.7630968938340288,0.7633930263348939,0.009017264334791903,0.7453971470563381,0.7813717442428008,0.017987298593231338
NPV_(Negative_Predictive_Value),0.7089909511784511,0.7090007325331469,0.0016190964024207996,0.7058971276943921,0.7120582077432097,0.003080540024408829
FPR_(False_Positive_Rate),0.009390447837991804,0.009368360483846849,0.00040231500776630164,0.008569676951422507,0.010148855317589271,0.000789589183083382
FNR_(False_Negative_Rate),0.930758875988558,0.9308007096589382,0.0016851344841181933,0.9275764809511197,0.9343064292327481,0.003364974140814214
Matthews_Correlation_Coefficient,0.16809157247543344,0.16810928850466697,0.0037504801156880195,0.1606990953025978,0.17522681841302026,0.0072638615552112346
Cohen_Kappa,0.08044729925687077,0.08042364139675583,0.0022838181424632543,0.07568442544362179,0.08484571048481346,0.004580642520595833
TP_(True_Positives),1646.0,1646.0,0.0,1646.0,1646.0,0.0
FP_(False_Positives),511.0,511.0,0.0,511.0,511.0,0.0
FN_(False_Negatives),22126.0,22126.0,0.0,22126.0,22126.0,0.0
TN_(True_Negatives),53906.0,53906.0,0.0,53906.0,53906.0,0.0
