Metric,Point_Estimate,Bootstrap_Mean,Bootstrap_Std,CI_Lower_95%,CI_Upper_95%,CI_Margin
Recall,0.9998348199537496,0.9998363880980023,0.00011226494750236888,0.9995871155265222,1.0,0.00020644223673887963
Precision,0.9916448230668414,0.9916487158143862,0.0008412028617697673,0.9900443912857821,0.99336145609186,0.001658532403038926
Accuracy,0.9971962364866687,0.9971981236351872,0.00027903437898893534,0.9966570511956434,0.9977360957593077,0.0005395222818321277
F1_Score,0.9957229807534134,0.9957255370651854,0.0004259912297913798,0.9949058780485143,0.996577600327958,0.0008358611397218385
Sensitivity,0.9998348199537496,0.9998363880980023,0.00011226494750236888,0.9995871155265222,1.0,0.00020644223673887963
Specificity,0.9959175505303182,0.9959196644383547,0.00041224442694640036,0.9951435922545327,0.9967562502232319,0.0008063289843495691
Balanced_Accuracy,0.9978761852420339,0.9978780262681785,0.00021189669050817588,0.99746120789509,0.9982958361533218,0.0004173141291159421
PPV_(Positive_Predictive_Value),0.9916448230668414,0.9916487158143862,0.0008412028617697673,0.9900443912857821,0.99336145609186,0.001658532403038926
NPV_(Negative_Predictive_Value),0.9999196302993771,0.9999203946056663,5.468552640885026e-05,0.9997989689109055,1.0,0.00010051554454726386
FPR_(False_Positive_Rate),0.004082449469681809,0.0040803355616454064,0.0004122444269463996,0.003243749776768078,0.004856407745467265,0.0008063289843495936
FNR_(False_Negative_Rate),0.00016518004625041294,0.0001636119019976595,0.0001122649475023677,0.0,0.00041288447347785303,0.00020644223673892652
Matthews_Correlation_Coefficient,0.9936562055998801,0.9936603516558363,0.0006292706221933751,0.9924458101085314,0.9949092682749481,0.0012317290832083438
Cohen_Kappa,0.993637611123259,0.9936415669677073,0.0006330079280050689,0.9924216572050901,0.9948963260823864,0.0012373344386481522
TP_(True_Positives),12106.0,12106.0,0.0,12106.0,12106.0,0.0
FP_(False_Positives),102.0,102.0,0.0,102.0,102.0,0.0
FN_(False_Negatives),2.0,2.0,0.0,2.0,2.0,0.0
TN_(True_Negatives),24883.0,24883.0,0.0,24883.0,24883.0,0.0
